,name,faction,loyalty,text,traits,card type,image name,cost,command,attack,health,shields,cycle,war pack,keywords,useful_quantities
565,Kabalite Blackguard,Dark Eldar,Loyal,"Reaction: After you win a battle at this planet, take up to 2 RESOURCE from your opponent.",Warrior. Kabalite.,Army,Kabalite_Blackguard,2,0,2,3,0,Death World Cycle,Against the Great Enemy,,3
566,Abomination Workshop,Dark Eldar,Common,Headquarters Action: Sacrifice this support to have each player discard cards from his hand until he has cards equal to or less than the highest printed cost among units he controls.,Location.,Support,Abomination_Workshop,2,-1,-1,-1,0,Death World Cycle,Against the Great Enemy,,3
567,Beastmaster Harvester,Dark Eldar,Common,"Deep Strike (4).
Reaction: After you Deep Strike this unit, put 2 Khymera tokens into play at this planet.",Warrior. Beastmaster. Elite.,Army,Beastmaster_Harvester,5,2,2,5,0,Death World Cycle,The Warp Unleashed,Deep Strike.,3
568,Hydrae Stalker,Dark Eldar,Common,"Reaction: After you deploy this unit, deal 2 damage to a target unit with printed cost 2 or lower.",Warrior. Wych. Raider.,Army,Hydrae_Stalker,3,0,2,3,0,Death World Cycle,The Warp Unleashed,,3
569,Arrogant Haemonculus,Dark Eldar,Loyal,"Increase the cost of each other Haemonculus unit deployed at this planet by 1.
Forced Reaction: After you play a Torture card, deal 1 damage to a target non-warlord unit at this planet.",Scholar. Haemonculus.,Army,Arrogant_Haemonculus,1,1,1,1,0,Navida Prime Cycle,Breaching the Veil,,3
570,Connoisseur of Terror,Dark Eldar,Loyal,"Deep Strike (2).
Reaction: After this unit is turned face-up, draw 2 cards.",Scholar. Haemonculus.,Army,Connoisseur_of_Terror,2,1,2,2,0,Confrontation Cycle,By Imperial Decree,Deep Strike.,3
571,Dark Lance Raider,Dark Eldar,Common,"No Wargear Attachments. Flying.
Reaction: After this unit is declared as an attacker, choose either to deal 1 damage to up to 2 different enemy units at this planet or 3 damage to an enemy unit at this planet.",Vehicle. Raider. Kabalite.,Army,Dark_Lance_Raider,3,1,0,2,0,Navida Prime Cycle,Breaching the Veil,No Wargear Attachments.Flying.,3
572,Distorted Talos,Dark Eldar,Loyal,"Lumbering.
Interrupt: When you use a shield card on this unit, remove all damage from it. (Limit once per phase.)",Abomination. Creature. Elite.,Army,Distorted_Talos,3,1,5,4,0,Chronicles of Heroes,Chronicles of Heroes,Lumbering.,3
573,Kabal of the Ebon Law,Dark Eldar,Loyal,"This unit gets +1 ATK while it is not at the first planet.
Forced Reaction: After a battle starts at this planet, each player controlling a unit with 2 ATK or more, draws a card.",Kabalite.,Army,Kabal_of_the_Ebon_Law,2,1,2,2,0,Bloodied Path Cycle,For the Enclaves,,3
574,Mindless Pain Addict,Dark Eldar,Common,"Cannot retreat or be Routed.
Reaction: After an army unit you control at this planet is destroyed, take control of this unit. Any player may use this ability.",Creature. Abomination.,Army,Mindless_Pain_Addict,2,0,4,4,0,Navida Prime Cycle,Enemy Territory,,3
575,Pain Crafter,Dark Eldar,Loyal,"Reaction: After you play a Dark Eldar event card, exhaust this unit to attach that event card to a Dark Eldar unit as a Wargear attachment with the text ""Attach to an army unit. Attached unit gets +1 ATK and +1 HP."". (Limit once per phase.)",Scholar. Haemonculus.,Army,Pain_Crafter,2,1,1,2,0,Navida Prime Cycle,Aligned Stars,,3
576,Raiding Kabal,Dark Eldar,Loyal,"This unit gets Sweep (1) while it is not at the first planet.
Reaction: After you win a battle at this planet, put a Khymera token into play at this planet.",Kabalite.,Army,Raiding_Kabal,2,1,1,2,0,Bloodied Path Cycle,The Shadow in the Warp,,3
577,The Shadow Suit,Dark Eldar,Loyal,"Deep Strike (0).
Attach to an army unit.
Attached unit gets +2 ATK and +1 HP.
Interrupt: When attached unit leaves play, put this card in reserve at a planet. Your opponent may exhaust a unit at that planet to cancel this effect.",Wargear. Weapon.,Attachment,The_Shadow_Suit,2,-1,-1,-1,2,Defenders of the Faith,Defenders of the Faith,Deep Strike.Unique.,3
578,Torturer's Masks,Dark Eldar,Loyal,"Ambush.
Attach to an army unit. Attached unit gets +1 ATK and +1 HP.
Reaction: After you use a shield card, if you have no cards in hand, exhaust this attachment to draw a card.",Wargear.,Attachment,Torturer's_Masks,1,-1,-1,-1,2,Navida Prime Cycle,Aligned Stars,Ambush.,3
579,Catatonic Pain,Dark Eldar,Common,"Reaction: After an enemy army unit enters play at a planet, move that unit to an adjacent planet of your choice.",Torture.,Event,Catatonic_Pain,3,-1,-1,-1,1,Navida Prime Cycle,Promise of War,,3
580,Supply Line Incursion,Dark Eldar,Common,"Action: Exhaust target support. Then, if that support is a Limited card, draw one card and gain 1 RESOURCE.",Tactic.,Event,Supply_Line_Incursion,1,-1,-1,-1,1,Navida Prime Cycle,Enemy Territory,,3
581,Prophets of Flesh,Dark Eldar,Loyal,"Interrupt: When you deploy an Abomination or Scholar unit, exhaust this support to reduce its cost by 1.",Pledge.,Support,Prophets_of_Flesh,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
582,The Broken Sigil,Dark Eldar,Loyal,"Target a non-first planet and choose a secret number while deploying this card.
Forced Interrupt: When that planet is captured, reveal the secret number, if it is odd the capturing player must sacrifice a unit, otherwise they may draw 3 cards.",Pledge.,Support,The_Broken_Sigil,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
583,The Flayed Mask,Dark Eldar,Loyal,"Secretly choose a non-first planet when you deploy this support.
Interrupt: When your opponent captures the chosen planet, reveal your choice to have them choose either to: deal 5 indirect damage among units they control, sacrifice a unit or forgo the capture.",Pledge.,Support,The_Flayed_Mask,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
584,Willing Submission,Dark Eldar,Loyal,"Forced Reaction: After the deploy phase begins, draw 1 card. Then your opponent may choose 2 units he controls (or his warlord if he controls no other unit) to draw 1 card. You may deal 1 damage to one of the chosen units.",Torture.,Support,Willing_Submission,1,-1,-1,-1,0,Confrontation Cycle,The Laughing God,,3
585,Liatha,Dark Eldar,Signature,"Cards in your hand may be used as shield cards with 2 shield icons. When you use a card this way, remove it from the game face-down. As an interrupt your opponent may have you turn the card face-up, if it is a card with 2 printed shield icons, deal 1 unpreventable damage to a unit. If not, cancel that card's shielding effect. (Limit three times per phase.)",Assassin. Wych.,Warlord,Liatha,-1,-1,2,7,0,Navida Prime Cycle,Overrun,Unique.,1
586,Cloak of Shade,Dark Eldar,Signature,"Attach to your warlord.
Each unit at this planet loses Armorbane.
Forced Interrupt: When you use a card as a shield card, exhaust this attachment to have it gain 1 shield icon.",Wargear.,Attachment,Cloak_of_Shade,1,-1,-1,-1,3,Navida Prime Cycle,Overrun,,1
587,Liatha's Retinue,Dark Eldar,Signature,"Reaction: After this unit is turned face-up, put it into play exhausted at a planet where no battle is taking place.",Assassin. Warrior. Creature.,Army,Liatha's_Retinue,3,1,3,2,0,Navida Prime Cycle,Overrun,,4
588,Reveal The Blade,Dark Eldar,Signature,"As an additional cost to target this support, discard two cards at random from your hand.
Combat Action: Exhaust this support and turn face-up a face-down card with no printed shield you removed from the game to give an army unit +2 ATK for its next attack this phase.",Skill.,Support,Reveal_The_Blade,1,-1,-1,-1,0,Navida Prime Cycle,Overrun,,1
589,Shadow Hunt,Dark Eldar,Signature,"Reaction: After your opponent passes during the deploy phase, put a face-down, non-Elite Dark Eldar unit you removed from the game into play face-up at a target planet.",Tactic.,Event,Shadow_Hunt,1,-1,-1,-1,1,Navida Prime Cycle,Overrun,,2
590,Yvraine,Dark Eldar,Signature,"You cannot include Chaos Elite units in your deck.
Reaction: After this unit commits to a planet, a non-Elite army unit at an adjacent planet gains +1 ATK and +1 HP. It is considered to be a warlord while checking for a battle at that planet this round.",Herald of Ynnead.,Warlord,Yvraine,-1,-1,2,7,0,Confrontation Cycle,The Laughing God,Unique.,1
591,Attuned Gyrinx,Dark Eldar,Signature,"Attach to your warlord.
Attached unit gets +1 HP.
Combat Action: Exhaust this attachment to give an army unit you control at each adjacent planet +1 ATK and +1 HP until the end of the phase.",Familiar.,Attachment,Attuned_Gyrinx,1,-1,-1,-1,3,Confrontation Cycle,The Laughing God,,1
592,Host of the Emissary,Dark Eldar,Signature,"Reaction: After your opponent wins a battle, exhaust this support to have your opponent sacrifice an army unit at that planet, if able.",Warhost.,Support,Host_of_the_Emissary,3,-1,-1,-1,0,Confrontation Cycle,The Laughing God,,1
593,Triumvirate of Ynnead,Dark Eldar,Signature,"The effects of this event cannot be cancelled.
Deploy Action: Deploy 2 non-Elite units with a different name from your discard pile at 2 different planets. Reduce their cost by 1.",Prophecy.,Event,Triumvirate_of_Ynnead,0,-1,-1,-1,1,Confrontation Cycle,The Laughing God,,2
594,Yvraine's Entourage,Dark Eldar,Signature,"Reaction: After a battle begins at this planet, switch the printed ATK values of two army units at this planet until the end of a combat round.",Warrior.,Army,Yvraine's_Entourage,2,1,2,2,0,Confrontation Cycle,The Laughing God,,4
595,Kariaq Dreadking,Dark Eldar,Signature,"You can include common and loyal events from any faction on the Alignment wheel but can only have one copy of any event. Your units are considered to be of the faction of an event while you play it.
Reaction: After you play an event, draw a card. (Limit once per round)",Warrior. Archon.,Warlord,Kariaq_Dreadking,-1,-1,2,6,0,Bloodied Path Cycle,Last Stand,Unique.,1
596,Kariaq's Inner Circle,Dark Eldar,Signature,"While at the first planet, this unit gets +1 ATK and +1 HP.
Reaction: After you deploy this unit at the last planet, gain 1 resource.",Warrior.,Army,Kariaq's_Inner_Circle,2,1,2,2,0,Bloodied Path Cycle,Last Stand,,4
597,Webway Schemes,Dark Eldar,Signature,"Deep Strike (0).
Reaction: After you Deep Strike this event, place a Khymera token into play at this planet. Then you may switch location between that token and your warlord.",Tactic.,Event,Webway_Schemes,-1,-1,-1,-1,1,Bloodied Path Cycle,Last Stand,Deep Strike.,2
598,The Silent Eye,Dark Eldar,Signature,"Attach to a planet.
Reaction: After the combat phase begins, return this attachment to your hand, if there is an enemy warlord at this planet, draw a card.",Patrol. Vehicle.,Attachment,The_Silent_Eye,0,-1,-1,-1,3,Bloodied Path Cycle,Last Stand,,1
599,Grand Schemes,Dark Eldar,Signature,This support is considered to be The Broken Sigil and The Flayed Mask.,Pledge.,Support,Grand_Schemes,1,-1,-1,-1,0,Bloodied Path Cycle,Last Stand,Preparation.,1
600,Eldorath Starbane,Eldar,Signature,"Reaction: After this warlord commits to a planet, exhaust a target non-warlord unit at that planet.",Psyker. Alaitoc.,Warlord,Eldorath_Starbane,-1,-1,1,7,0,Core Set,Core Set,Unique.,1
601,Starbane's Council,Eldar,Signature,This unit gets +2 ATK while attacking an exhausted unit.,Psyker. Alaitoc.,Army,Starbane's_Council,3,1,3,3,0,Core Set,Core Set,,4
602,Alaitoc Shrine,Eldar,Signature,"Reaction: After an Eldar unit moves to a planet, exhaust this support to ready that unit.",Location. Alaitoc.,Support,Alaitoc_Shrine,1,-1,-1,-1,0,Core Set,Core Set,,1
603,Foresight,Eldar,Signature,"Reaction: After your warlord commits to a planet, commit it to a different planet.",Power.,Event,Foresight,1,-1,-1,-1,1,Core Set,Core Set,,2
604,Mobility,Eldar,Signature,"Attach to an army unit.
Attached unit gains Mobile.",Skill.,Attachment,Mobility,0,-1,-1,-1,3,Core Set,Core Set,,1
605,Biel-Tan Guardians,Eldar,Loyal,,Warrior. Biel-Tan. Ally.,Army,Biel-Tan_Guardians,1,2,1,1,0,Core Set,Core Set,,3
606,Altansar Rangers,Eldar,Common,Ranged.,Scout. Altansar.,Army,Altansar_Rangers,3,2,2,2,0,Core Set,Core Set,Ranged.,3
607,Eldar Survivalist,Eldar,Common,+1 resource and +1 card when command struggleis won at this planet.,Scout. Ally.,Army,Eldar_Survivalist,2,1,0,2,0,Core Set,Core Set,,3
608,Wildrider Squadron,Eldar,Common,"No Wargear Attachments.
Combat Action: Move this unit to an adjacent planet. (Limit once per phase.)",Vehicle. Saim-Hann.,Army,Wildrider_Squadron,4,1,3,4,0,Core Set,Core Set,No Wargear Attachments.,3
609,Soaring Falcon,Eldar,Common,"No Wargear Attachments.
Mobile.",Vehicle.,Army,Soaring_Falcon,3,2,1,5,0,Core Set,Core Set,Mobile.No Wargear Attachments.,3
610,Wailing Wraithfighter,Eldar,Loyal,"No Wargear Attachments.
Flying.
Reaction: After this unit is declared as an attacker, your opponent must choose and discard 1 card from his hand, if able.",Vehicle. Spirit. Elite.,Army,Wailing_Wraithfighter,6,2,3,5,0,Core Set,Core Set,No Wargear Attachments.Flying.,3
611,Iyanden Wraithguard,Eldar,Loyal,Armorbane.,Drone. Spirit. Iyanden.,Army,Iyanden_Wraithguard,3,1,4,2,0,Core Set,Core Set,Armorbane.,3
612,Shrouded Harlequin,Eldar,Common,"Interrupt: When this unit is destroyed, exhaust a target enemy unit at a planet of your choice.",Warrior. Harlequin.,Army,Shrouded_Harlequin,2,1,2,1,0,Core Set,Core Set,,3
613,Swordwind Farseer,Eldar,Loyal,"Reaction: After this unit enters play, search the top 6 cards of your deck for a card. Add it to your hand, and place the remaining cards on the bottom of your deck in any order.",Psyker. Biel-Tan.,Army,Swordwind_Farseer,3,1,2,2,0,Core Set,Core Set,,3
614,Silvered Blade Avengers,Eldar,Common,"Reaction: After this unit is declared as an attacker against a non-warlord unit, exhaust that unit.",Warrior.,Army,Silvered_Blade_Avengers,4,1,1,4,0,Core Set,Core Set,,3
615,Biel-Tan Warp Spiders,Eldar,Common,"Reaction: After this unit is declared as an attacker, look at the top 2 cards of any player's deck. You may discard 1 of those cards.",Warrior. Biel-Tan.,Army,Biel-Tan_Warp_Spiders,2,1,1,3,0,Core Set,Core Set,,3
616,Spiritseer Erathal,Eldar,Loyal,"Reaction: After this unit is declared as an attacker, remove 1 damage from another target at this planet.",Psyker. Saim-Hann.,Army,Spiritseer_Erathal,3,2,2,3,0,Core Set,Core Set,Unique.,3
617,Superiority,Eldar,Common,"Interrupt: When a command struggle at a planet begins, a target army unit at that planet loses all command icons until the end of that command struggle.",Tactic.,Event,Superiority,1,-1,-1,-1,1,Core Set,Core Set,,3
618,Nullify,Eldar,Common,"Interrupt: When your opponent plays an event card, exhaust a unique Eldar unit to cancel its effects.",Power.,Event,Nullify,0,-1,-1,-1,1,Core Set,Core Set,,3
619,Doom,Eldar,Common,Deploy Action: Destroy each non-unique unit at each player's HQ.,Power.,Event,Doom,4,-1,-1,-1,1,Core Set,Core Set,,3
620,Gift of Isha,Eldar,Loyal,"Action: Put the topmost Eldar unit from your discard pile into play at a planet. If that unit is still in play at the end of the phase, discard it.",Power. Blessing.,Event,Gift_of_Isha,2,-1,-1,-1,2,Core Set,Core Set,,3
621,Banshee Power Sword,Eldar,Common,"Attach to an army unit.
Attached unit gets +1 ATK.
Interrupt: When attached unit declares an attack against a non-warlord unit, discard X cards from your hand to give attached unit +X ATK for that attack.",Wargear. Weapon.,Attachment,Banshee_Power_Sword,1,-1,-1,-1,1,Core Set,Core Set,,3
622,Corsair Trading Port,Eldar,Common,"Limited.
Interrupt: When you deploy an Eldar unit, exhaust this support to reduce that unit's cost by 1.",Location.,Support,Corsair_Trading_Port,1,-1,-1,-1,0,Core Set,Core Set,Limited.Unique.,3
623,Craftworld Gate,Eldar,Loyal,Action: Exhaust this support to return a target army unit you control to your hand.,Location.,Support,Craftworld_Gate,1,-1,-1,-1,0,Core Set,Core Set,,3
624,Autarch Celachia,Eldar,Loyal,"Action: Pay 1 to give this unit one of the following keywords until the end of the round (choose one): Area Effect (1), Armorbane, or Mobile. (Limit once per round.)",Warrior. Autarch. Ulthwé.,Army,Autarch_Celachia,4,1,3,3,0,The Great Devourer,The Great Devourer,Unique.,3
625,Subdual,Eldar,Common,Action: Place a target support card or attachment on top of its owner's deck.,Power.,Event,Subdual,2,-1,-1,-1,1,The Great Devourer,The Great Devourer,,3
626,Nightshade Interceptor,Eldar,Common,"Flying.
No Wargear Attachments.
While you control a non-Eldar warlord, this unit gains Area Effect (2).",Vehicle. Elite.,Army,Nightshade_Interceptor,6,2,4,4,0,Legions of Death,Legions of Death,,3
627,Vaulting Harlequin,Eldar,Common,Combat Action: Exhaust this unit to have it gain Flying until the end of the phase.,Warrior. Harlequin.,Army,Vaulting_Harlequin,3,2,1,4,0,Warlord Cycle,The Howl of Blackmane,,3
